513.333	0.02594	513.333	0.05875
513.9449	0.02814	513.9449	0.05888
514.5568	0.02762	514.5568	0.05869
515.1688	0.02847	515.1688	0.05819
515.7807	0.02793	515.7807	0.05748
516.3926	0.02979	516.3926	0.05537
517.0046	0.03004	517.0046	0.0538
517.6165	0.02802	517.6165	0.05221
518.2284	0.03015	518.2284	0.05156
518.8403	0.02802	518.8403	0.05041
519.4523	0.02879	519.4523	0.04928
520.0642	0.02776	520.0642	0.04798
520.6761	0.02925	520.6761	0.04628
521.2881	0.02973	521.2881	0.04406
521.9	0.02904	521.9	0.04242
522.5119	0.02978	522.5119	0.04157
523.1238	0.03009	523.1238	0.04012
523.7358	0.02846	523.7358	0.03891
524.3477	0.02934	524.3477	0.03719
524.9597	0.02929	524.9597	0.03609
525.5716	0.0296	525.5716	0.0355
526.1835	0.03066	526.1835	0.03421
526.7954	0.03005	526.7954	0.03302
527.4073	0.0295	527.4073	0.03214
528.0193	0.03135	528.0193	0.03192
528.6312	0.02972	528.6312	0.03201
529.2432	0.0318	529.2432	0.03245
529.8551	0.0301	529.8551	0.03349
530.467	0.03007	530.467	0.03387
531.0789	0.02961	531.0789	0.03416
531.6909	0.03096	531.6909	0.03548
532.3028	0.0308	532.3028	0.03753
532.9147	0.03117	532.9147	0.03972
533.5267	0.03353	533.5267	0.04168
534.1386	0.0351	534.1386	0.0444
534.7505	0.03705	534.7505	0.04759
535.3624	0.03724	535.3624	0.05051
535.9744	0.03803	535.9744	0.05247
536.5863	0.03904	536.5863	0.05508
537.1982	0.03906	537.1982	0.05822
537.8102	0.03933	537.8102	0.06064
538.4221	0.04005	538.4221	0.06295
539.0341	0.0346	539.0341	0.06566
539.6459	0.03579	539.6459	0.06823
540.2579	0.03546	540.2579	0.07129
540.8698	0.0365	540.8698	0.0736
541.4818	0.0356	541.4818	0.07555
542.0937	0.03493	542.0937	0.07877
542.7056	0.0356	542.7056	0.08075
543.3176	0.03572	543.3176	0.08254
543.9294	0.03769	543.9294	0.08411
544.5414	0.03685	544.5414	0.08483
545.1533	0.03509	545.1533	0.08608
545.7653	0.03533	545.7653	0.08719
546.3772	0.0359	546.3772	0.08809
546.9891	0.03598	546.9891	0.08867
547.6011	0.03691	547.6011	0.08931
548.213	0.037	548.213	0.09057
548.8249	0.0366	548.8249	0.09068
549.4368	0.03654	549.4368	0.09036
550.0488	0.03714	550.0488	0.08993
550.6607	0.03613	550.6607	0.08978
551.2726	0.03731	551.2726	0.08976
551.8846	0.03698	551.8846	0.09043
552.4965	0.03863	552.4965	0.09026
553.1084	0.03908	553.1084	0.09113
553.7203	0.03937	553.7203	0.09233
554.3323	0.03711	554.3323	0.09207
554.9442	0.03844	554.9442	0.09255
555.5562	0.03956	555.5562	0.09247
556.1681	0.0396	556.1681	0.09373
556.78	0.03935	556.78	0.09416
557.3919	0.04032	557.3919	0.09456
558.0038	0.03884	558.0038	0.09605
558.6158	0.04084	558.6158	0.09737
559.2277	0.04189	559.2277	0.09804
559.8397	0.04097	559.8397	0.09869
560.4516	0.0404	560.4516	0.09943
561.0635	0.04245	561.0635	0.10047
561.6754	0.04129	561.6754	0.1009
562.2874	0.04341	562.2874	0.10128
562.8993	0.04132	562.8993	0.10099
563.5112	0.04165	563.5112	0.10061
564.1232	0.04288	564.1232	0.1007
564.7351	0.04302	564.7351	0.10168
565.347	0.04413	565.347	0.10223
565.9589	0.04287	565.9589	0.10208
566.5709	0.04406	566.5709	0.10207
567.1828	0.04514	567.1828	0.10305
567.7947	0.04355	567.7947	0.1036
568.4067	0.04469	568.4067	0.10427
569.0186	0.04691	569.0186	0.10514
569.6305	0.04659	569.6305	0.10532
570.2424	0.04711	570.2424	0.10524
570.8544	0.04829	570.8544	0.10699
571.4663	0.04676	571.4663	0.10657
572.0782	0.04726	572.0782	0.10668
572.6902	0.0487	572.6902	0.10712
573.3021	0.04804	573.3021	0.10778
573.914	0.05037	573.914	0.10816
574.5259	0.04945	574.5259	0.10822
575.1379	0.04954	575.1379	0.10947
575.7498	0.05187	575.7498	0.10977
576.3618	0.05151	576.3618	0.10938
576.9737	0.05265	576.9737	0.11022
577.5856	0.05147	577.5856	0.11099
578.1975	0.0534	578.1975	0.11161
578.8094	0.05254	578.8094	0.11155
579.4214	0.05528	579.4214	0.11052
580.0333	0.05469	580.0333	0.11029
580.6453	0.05593	580.6453	0.11011
581.2572	0.05589	581.2572	0.11064
581.8691	0.05626	581.8691	0.1118
582.481	0.05766	582.481	0.11195
583.093	0.05982	583.093	0.11258
583.7049	0.05945	583.7049	0.11228
584.3168	0.0624	584.3168	0.1128
584.9288	0.0604	584.9288	0.11223
585.5407	0.06094	585.5407	0.11252
586.1526	0.06311	586.1526	0.1132
586.7645	0.06365	586.7645	0.11327
587.3765	0.06465	587.3765	0.11342
587.9884	0.06471	587.9884	0.11311
588.6003	0.06361	588.6003	0.11258
589.2123	0.0674	589.2123	0.11268
589.8242	0.06735	589.8242	0.11349
590.4362	0.06841	590.4362	0.11271
591.048	0.06798	591.048	0.11279
591.66	0.06799	591.66	0.113
592.2719	0.07008	592.2719	0.11234
592.8839	0.07073	592.8839	0.112
593.4958	0.0703	593.4958	0.11165
594.1077	0.07216	594.1077	0.11249
594.7197	0.07162	594.7197	0.11233
595.3315	0.07354	595.3315	0.11194
595.9435	0.0748	595.9435	0.11176
596.5554	0.0744	596.5554	0.11209
597.1674	0.07605	597.1674	0.11281
597.7793	0.07553	597.7793	0.11313
598.3912	0.07675	598.3912	0.11266
599.0032	0.07739	599.0032	0.11246
599.6151	0.07797	599.6151	0.11077
600.227	0.07825	600.227	0.11118
600.8389	0.08146	600.8389	0.11196
601.4509	0.07987	601.4509	0.11244
602.0628	0.08228	602.0628	0.11318
602.6747	0.08407	602.6747	0.11336
603.2867	0.08385	603.2867	0.11295
603.8986	0.0856	603.8986	0.11235
604.5105	0.08667	604.5105	0.11274
605.1224	0.08755	605.1224	0.11359
605.7344	0.08943	605.7344	0.11389
606.3463	0.09035	606.3463	0.11448
606.9583	0.09146	606.9583	0.11447
607.5702	0.09397	607.5702	0.11509
608.1821	0.09498	608.1821	0.11561
608.794	0.09587	608.794	0.11458
609.4059	0.09744	609.4059	0.11488
610.0179	0.10031	610.0179	0.11461
610.6298	0.10165	610.6298	0.11505
611.2418	0.10363	611.2418	0.1156
611.8537	0.10345	611.8537	0.11579
612.4656	0.10659	612.4656	0.11674
613.0775	0.10909	613.0775	0.11628
613.6895	0.11196	613.6895	0.11521
614.3014	0.11459	614.3014	0.11489
614.9133	0.11748	614.9133	0.11477
615.5253	0.11907	615.5253	0.11485
616.1372	0.12245	616.1372	0.11567
616.7491	0.12482	616.7491	0.11565
617.361	0.12578	617.361	0.11676
617.973	0.1285	617.973	0.11682
618.5849	0.13392	618.5849	0.11658
619.1968	0.13417	619.1968	0.11669
619.8088	0.13952	619.8088	0.11624
620.4207	0.14276	620.4207	0.11674
621.0326	0.14636	621.0326	0.11727
621.6445	0.14768	621.6445	0.11774
622.2565	0.15315	622.2565	0.1186
622.8684	0.15861	622.8684	0.1195
623.4803	0.16176	623.4803	0.11974
624.0923	0.16499	624.0923	0.11953
624.7042	0.16929	624.7042	0.11966
625.3162	0.17479	625.3162	0.11991
625.928	0.1793	625.928	0.12002
626.54	0.18313	626.54	0.12072
627.1519	0.18884	627.1519	0.12147
627.7639	0.19696	627.7639	0.12268
628.3758	0.20297	628.3758	0.12426
628.9877	0.20921	628.9877	0.12553
629.5997	0.21486	629.5997	0.12698
630.2115	0.22101	630.2115	0.12809
630.8235	0.22769	630.8235	0.13012
631.4354	0.23236	631.4354	0.13163
632.0474	0.24106	632.0474	0.13463
632.6593	0.24678	632.6593	0.13658
633.2712	0.25393	633.2712	0.13873
633.8832	0.2637	633.8832	0.14161
634.4951	0.27098	634.4951	0.14444
635.107	0.27815	635.107	0.14868
635.7189	0.28584	635.7189	0.15365
636.3309	0.29389	636.3309	0.15823
